Time	Pred_PWRES	PWRES	Pred_IWRES_Mode	IWRES_Mode	Pred_NPDE	NPDE	
1	1140.1	-0.44604	1138.1	-1.3567	1140.1	-0.35401
4	317.39	0.034129	314.53	0.60643	317.39	0.15979
12	93.251	0.031623	114.3	0.088766	93.251	0.23735
24	44.338	-0.45208	34.628	7.363e-05	44.338	-0.28004
0.5	1450.4	0.12951	1775.3	-0.6402	1450.4	0.29396
1	1219	0.95786	1490.1	0.99142	1219	1.0563
4	507.28	0.58601	589.33	0.19564	507.28	0.71618
12	187.35	-0.18342	184.4	-0.09227	187.35	0.024813
24	106.15	0.025264	113	0.25458	106.15	0.2047
0.5	1493.8	-0.52507	1189.5	0.23158	1493.8	-0.4341
1	1152.5	-0.59967	933.13	-0.3883	1152.5	-0.61357
4	313.22	-0.46358	235.49	0.36784	313.22	-0.35303
12	92.698	-1.0179	33.324	-0.60287	92.698	-1.3621
24	44.087	-0.7116	18.299	0.59114	44.087	-0.7803
0.5	1445.7	0.17781	1479.1	0.67947	1445.7	0.39291
1	1127.9	0.040151	1164	-0.25344	1127.9	0.19984
4	321.35	-0.15223	294.38	0.47687	321.35	-0.032291
12	93.811	-0.99788	35.722	0.055623	93.811	-1.1945
24	44.588	-0.79491	19.595	-0.18368	44.588	-0.8415
0.5	1524.8	-0.56176	1110.6	0.5728	1524.8	-0.46698
1	1267.5	-0.89486	909.79	-0.80213	1267.5	-0.94523
4	502.42	-0.95576	329.97	-0.109	502.42	-1.0436
12	184.81	-0.89936	105.37	-0.045379	184.81	-0.92313
24	104.89	-0.81466	52.567	0.26725	104.89	-0.84089
0.5	1481.5	-1.0643	966.92	-0.97135	1481.5	-1.3619
1	1146.3	-0.9864	623.89	1.1475	1146.3	-1.0266
4	315.33	-1.6135	90.21	-0.44609	315.33	-2.0761
12	92.973	-1.2563	16.264	0.4724	92.973	-1.9979
24	44.212	-1.2468	2.0708	-0.51549	44.212	-2.381
