grp,x,cens,y,cov,ty,PRED,ModelName,PPRED,PWRES
6,96,0,0.55338472,1,0.55338472,23.1257,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",24.77500358,0.080983305
7,120,0,0.998576271,1,0.998576271,29.8474,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",31.59107492,1.296854232
8,144,0,1.080319341,1,1.080319341,37.9594,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",39.22726892,1.262573113
2,24,0,-0.67448975,1,-0.67448975,33.9464,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",35.47262406,-0.730542448
3,36,0,-0.448212281,1,-0.448212281,24.7338,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",26.0306512,-0.005040086
4,48,0,-0.230118101,1,-0.230118101,20.777,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",22.06804644,0.351458426
5,72,0,-0.816874766,1,-0.816874766,20.3218,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.76482752,-0.910688008
6,96,0,-0.934589291,1,-0.934589291,24.8794,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",26.29291219,-0.744308972
7,120,0,-0.573952419,1,-0.573952419,32.0057,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",33.44799033,0.395032649
8,144,0,-0.71598599,1,-0.71598599,40.4389,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",41.29545799,-0.12055663
1,0,0,1.880793608,1,1.880793608,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",95.9533237,1.934720991
2,24,0,0.253347103,1,0.253347103,33.2807,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.0632269,-0.085591265
3,36,0,0.334503036,1,0.334503036,23.6575,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",24.60932372,0.147269151
4,48,0,1.237234599,1,1.237234599,19.3018,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.38548514,1.46259278
5,72,0,0.950220942,1,0.950220942,18.0538,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",19.3918301,0.35763468
6,96,0,1.107680092,1,1.107680092,21.8272,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",23.51297523,0.486026018
7,120,0,1.200358858,1,1.200358858,28.2285,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",29.8032089,0.641045523
8,144,0,1.490853355,1,1.490853355,36.0733,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",37.31325499,1.211310354
1,0,0,-0.652621998,1,-0.652621998,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.3245302,-0.681196818
2,24,0,0.706302563,1,0.706302563,34.2662,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",35.26748,0.805272921
3,36,0,-0.448212281,1,-0.448212281,25.2499,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",26.31242765,-1.285333834
4,48,0,-0.055173802,1,-0.055173802,21.4834,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",22.26102011,0.042956791
5,72,0,0.361133034,1,0.361133034,21.4022,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",22.59498442,0.66126369
6,96,0,0.002506631,1,0.002506631,26.3213,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",27.23435015,-0.533564318
7,120,0,0.353117972,1,0.353117972,33.7679,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.869185,0.602266715
8,144,0,0.237846695,1,0.237846695,42.4421,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",42.76369446,-0.055357337
1,0,0,1.514101888,1,1.514101888,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.3280872,1.475882059
2,24,0,0.765456097,1,0.765456097,33.6861,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",35.2320851,0.450076472
3,36,0,0.510073457,1,0.510073457,24.3132,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.46581925,-0.227439695
4,48,0,-0.279319034,1,-0.279319034,20.2009,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.93098662,-1.211926356
5,72,0,0.83805467,1,0.83805467,19.4378,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.22202949,1.329641557
6,96,0,0.212137198,1,0.212137198,23.6937,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.93810464,-0.648856758
7,120,0,1.066937632,1,1.066937632,30.5456,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",32.51505846,1.920726031
8,144,0,0.19677962,1,0.19677962,38.7627,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",40.45904352,-1.491793405
1,0,0,0.017547298,1,0.017547298,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.1565423,0.02612303
2,24,0,0.204452382,1,0.204452382,33.4282,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.6102399,0.201276514
3,36,0,-0.576910377,1,-0.576910377,23.8961,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",24.93595819,-0.990103105
4,48,0,-0.318639364,1,-0.318639364,19.6291,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.6180043,-0.054013027
5,72,0,-0.191670902,1,-0.191670902,18.5582,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",19.48902573,0.251796564
6,96,0,-0.680796919,1,-0.680796919,22.5089,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",23.23034069,-0.826787368
7,120,0,-1.346938626,1,-1.346938626,29.0773,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",29.68027131,-1.867564032
8,144,0,-1.080319341,1,-1.080319341,37.0626,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",37.30332096,-0.17861453
1,0,0,-1.140687476,1,-1.140687476,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.4349962,-1.116593606
2,24,0,-0.28192633,1,-0.28192633,33.5492,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.6168975,-0.169020294
3,36,0,0.431644239,1,0.431644239,24.1016,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.33235498,0.978360897
4,48,0,-0.100433721,1,-0.100433721,19.9173,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.30095723,-0.361941146
1,0,0,0.816874766,1,0.816874766,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.2997926,0.797952868
2,24,0,0.82389363,1,0.82389363,33.5492,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.6675996,0.711285044
3,36,0,1.625763386,1,1.625763386,24.1016,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.14846205,1.42143148
4,48,0,0.765456097,1,0.765456097,19.9173,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.09438261,-0.429164406
5,72,0,0.010026681,1,0.010026681,19.0111,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.51745505,-1.258047036
6,96,0,0.199335898,1,0.199335898,23.1257,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",24.38480207,0.073857712
7,120,0,-0.28192633,1,-0.28192633,29.8474,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",31.34865128,-0.792448777
8,144,0,-0.240426031,1,-0.240426031,37.9594,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",39.153193,-0.075618843
1,0,0,-1.372203809,1,-1.372203809,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.1259339,-1.378575407
2,24,0,-0.095396369,1,-0.095396369,34.2662,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",35.81980921,0.15536171
3,36,0,-0.118085389,1,-0.118085389,25.2499,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",26.66051703,-0.035980854
4,48,0,-1.185044128,1,-1.185044128,21.4834,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",23.03769786,-1.672389494
5,72,0,0.138304208,1,0.138304208,21.4022,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",23.14347384,1.428395456
6,96,0,0.017547298,1,0.017547298,26.3213,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",28.08104874,0.259779716
7,120,0,-0.501527399,1,-0.501527399,33.7679,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",35.24390065,-1.339366884
8,144,0,-0.533048511,1,-0.533048511,42.4421,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",43.45820545,-0.681192101
1,0,0,-1.298836633,1,-1.298836633,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.4896933,-1.27040399
2,24,0,1.006864279,1,1.006864279,34.0664,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",35.087003,1.262443431
3,36,0,0.501527399,1,0.501527399,24.9147,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.87820969,-0.148672761
4,48,0,0.118085389,1,0.118085389,21.0164,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.71832348,-0.711883112
5,72,0,-0.133244524,1,-0.133244524,20.6761,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.79184753,-0.56794752
6,96,0,-0.057684425,1,-0.057684425,25.3452,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",26.22428909,0.103174847
7,120,0,0.423404722,1,0.423404722,32.5708,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",32.92797229,1.347823345
8,144,0,0.279319034,1,0.279319034,41.0794,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",41.19779085,0.564226656
1,0,0,-1.654627902,1,-1.654627902,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.0833262,-1.644127704
2,24,0,-0.171284586,1,-0.171284586,34.0049,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",35.1154805,0.063764768
3,36,0,-0.347787204,1,-0.347787204,24.8282,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.97631415,-0.108869976
4,48,0,-0.16619944,1,-0.16619944,20.9063,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",22.3349658,0.057323395
5,72,0,-0.025068908,1,-0.025068908,20.5198,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.78971402,0.112193033
6,96,0,0.075269862,1,0.075269862,25.1443,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",26.57636427,0.245963725
7,120,0,0.305480788,1,0.305480788,32.3305,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",33.57251024,0.647196559
1,0,0,0.778965564,1,0.778965564,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.2232667,0.805740233
2,24,0,0.323918153,1,0.323918153,33.5087,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.6799693,0.233408111
3,36,0,-0.173828813,1,-0.173828813,24.0263,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.39534844,-0.636505812
4,48,0,-1.231863709,1,-1.231863709,19.8077,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.76978685,-1.921945778
5,72,0,-0.366489294,1,-0.366489294,18.8332,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.2046002,0.541266922
6,96,0,-0.467698799,1,-0.467698799,22.8798,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",24.6354293,0.042954093
7,120,0,-1.304685385,1,-1.304685385,29.538,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",31.21903122,-1.734311141
1,0,0,0.027576406,1,0.027576406,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.3900837,0.030702746
2,24,0,-1.205526796,1,-1.205526796,33.5959,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",35.12139075,-1.175189474
3,36,0,-0.163658486,1,-0.163658486,24.1576,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.49058532,1.030589385
4,48,0,-1.040731886,1,-1.040731886,19.9813,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.41290395,-1.009492736
5,72,0,0.06521854,1,0.06521854,19.0908,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.95916793,1.048670862
6,96,0,0.382622075,1,0.382622075,23.2206,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",24.81719495,0.914466332
7,120,0,0.768820293,1,0.768820293,29.9559,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",31.44028996,1.226061201
1,0,0,-0.612812991,1,-0.612812991,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.1188291,-0.614806119
2,24,0,0.48172685,1,0.48172685,33.864,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.7242607,0.618963657
3,36,0,0.855995985,1,0.855995985,24.5893,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.56802556,0.744956034
4,48,0,0.337155077,1,0.337155077,20.5718,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.59739241,-0.373240388
5,72,0,0.085328795,1,0.085328795,19.9961,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.94764032,-0.463074182
6,96,0,-0.350451343,1,-0.350451343,24.436,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.48960355,-0.966189423
7,120,0,-0.640265509,1,-0.640265509,31.4555,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",32.45471539,-0.921934283
1,0,0,-1.359462745,1,-1.359462745,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.1059207,-1.372485812
2,24,0,-0.287146694,1,-0.287146694,33.9754,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.9734902,-0.02979236
3,36,0,-0.597760126,1,-0.597760126,24.7805,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.82114241,-0.464358876
4,48,0,0.173828813,1,0.173828813,20.841,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.74171999,0.85695446
5,72,0,0.677639965,1,0.677639965,20.4198,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.41820703,1.131005035
6,96,0,1.25908398,1,1.25908398,25.0105,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",26.13175383,1.405679353
7,120,0,1.571786817,1,1.571786817,32.1666,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",32.94198694,1.158585725
1,0,0,0.115561597,1,0.115561597,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.2209599,0.064439829
2,24,0,1.838423669,1,1.838423669,33.8903,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.55971292,1.954206982
3,36,0,-0.067730713,1,-0.067730713,24.6431,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.22924659,-2.14237238
4,48,0,0.062706778,1,0.062706778,20.6529,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.52089246,-0.718636617
5,72,0,-0.21726735,1,-0.21726735,20.1315,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.23087555,-0.442347351
6,96,0,0.050153583,1,0.050153583,24.6246,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.65631635,0.612268892
7,120,0,-0.057684425,1,-0.057684425,31.6927,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",32.67738506,0.388092066
1,0,0,0.075269862,1,0.075269862,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.2674752,0.040710771
2,24,0,-0.742144154,1,-0.742144154,34.0049,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",35.3929192,-0.715896587
3,36,0,-0.934589291,1,-0.934589291,24.8282,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.95020687,-0.5759628
4,48,0,-1.468383798,1,-1.468383798,20.9063,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",22.06722786,-1.241852236
5,72,0,-1.59819314,1,-1.59819314,20.5198,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.74554654,-0.703258334
6,96,0,-1.926836573,1,-1.926836573,25.1443,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",26.46538289,-0.899064386
7,120,0,-1.926836573,1,-1.926836573,32.3305,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",33.57683981,-0.334371105
1,0,0,-0.634123849,1,-0.634123849,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.6003966,-0.619974493
2,24,0,0.974113877,1,0.974113877,33.5929,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.7889287,1.020494498
3,36,0,0.600759774,1,0.600759774,24.1724,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.56808797,-0.057191628
4,48,0,-0.289759805,1,-0.289759805,20.0145,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.37783891,-1.375311642
5,72,0,-1.066937632,1,-1.066937632,19.1609,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.86792578,-1.675525333
6,96,0,0.06521854,1,0.06521854,23.3275,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.47475711,1.907387101
7,120,0,-0.772193214,1,-0.772193214,30.0974,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",32.02612037,-0.937980564
1,0,0,-1.40507156,1,-1.40507156,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",95.9196087,-1.38802907
2,24,0,-0.54173656,1,-0.54173656,33.5524,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.60963175,-0.265770831
3,36,0,-2.197286377,1,-2.197286377,24.0875,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.07474417,-2.427676719
4,48,0,-0.40973548,1,-0.40973548,19.8854,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.93200223,1.284795231
5,72,0,-0.729002718,1,-0.729002718,18.9434,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.1740822,0.123705722
6,96,0,-0.600759774,1,-0.600759774,23.0223,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",24.33734364,0.206793223
7,120,0,-0.934589291,1,-0.934589291,29.7103,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",30.66280101,-0.972569357
1,0,0,0.634123849,1,0.634123849,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.1997474,0.65398964
2,24,0,-0.683960672,1,-0.683960672,33.5959,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.5650323,-0.763696908
3,36,0,-1.160119883,1,-1.160119883,24.1576,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.1417798,-1.048072469
4,48,0,-1.200358858,1,-1.200358858,19.9813,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.07987796,-0.673802531
5,72,0,-0.087844838,1,-0.087844838,19.0908,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.23470508,1.469890608
6,96,0,-0.426148008,1,-0.426148008,23.2206,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",24.24836442,-0.220014308
7,120,0,-0.597760126,1,-0.597760126,29.9559,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",30.59084808,-0.891943063
1,0,0,0.507220661,1,0.507220661,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.3948898,0.544746481
2,24,0,0.799500943,1,0.799500943,33.4678,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.59213758,0.711700361
3,36,0,2.290367878,1,2.290367878,23.9602,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",24.96644663,2.442513191
4,48,0,1.77438191,1,1.77438191,19.7171,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.56537452,0.639119095
5,72,0,2.290367878,1,2.290367878,18.6937,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",19.91024041,1.093390407
6,96,0,2.878161739,1,2.878161739,22.6916,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",23.98090958,1.838117428
7,120,0,2.747781385,1,2.747781385,29.3044,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",29.80717208,1.007307444
1,0,0,1.418653706,1,1.418653706,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",95.8177768,1.481953185
2,24,0,0.171284586,1,0.171284586,33.4678,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.9081807,-0.054523676
3,36,0,-0.047643956,1,-0.047643956,23.9602,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.18925175,-0.352810718
4,48,0,0.060195412,1,0.060195412,19.7171,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.59768079,0.03917834
5,72,0,-0.189118426,1,-0.189118426,18.6937,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",19.73251645,-0.250082468
6,96,0,-0.423404722,1,-0.423404722,22.6916,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",23.53306693,-0.50568588
7,120,0,0.342466301,1,0.342466301,29.3044,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",30.05735356,1.741641943
1,0,0,-0.527278791,1,-0.527278791,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.3494145,-0.59712277
2,24,0,-0.15857973,1,-0.15857973,33.4678,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.8707032,-0.09180354
3,36,0,-0.942376333,1,-0.942376333,23.9602,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.4180571,-1.088819757
4,48,0,-1.242641419,1,-1.242641419,19.7171,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.09635116,-1.013321442
5,72,0,-1.036433389,1,-1.036433389,18.6937,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.3646501,-0.108597355
6,96,0,-0.738846849,1,-0.738846849,22.6916,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",24.20450595,0.551531411
7,120,0,-0.982202695,1,-0.982202695,29.3044,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",30.6925026,-0.341054771
1,0,0,-0.077783842,1,-0.077783842,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",95.9459742,-0.116349229
2,24,0,0.401570696,1,0.401570696,33.0872,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.5579446,0.502288585
3,36,0,-0.025068908,1,-0.025068908,23.3444,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",24.45123131,-0.490963806
4,48,0,0.476104403,1,0.476104403,18.8721,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",19.9013626,0.591510135
5,72,0,-0.487364565,1,-0.487364565,17.3906,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",18.74745585,-1.075980535
6,96,0,-0.693493346,1,-0.693493346,20.9287,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",22.55100268,-0.579749965
7,120,0,-0.437153541,1,-0.437153541,27.1052,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",28.46031776,0.467351704
1,0,0,0.258527277,1,0.258527277,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.3011041,0.248371952
2,24,0,0.350451343,1,0.350451343,33.6861,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.7780875,0.349315952
3,36,0,0.107994569,1,0.107994569,24.3132,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.6881765,-0.246647961
4,48,0,-0.606775364,1,-0.606775364,20.2009,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.77159881,-1.239137355
5,72,0,0.735557557,1,0.735557557,19.4378,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.23663262,1.735443119
6,96,0,0.478913734,1,0.478913734,23.6937,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.38481931,0.108875797
7,120,0,0.401570696,1,0.401570696,30.5456,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",32.13472939,-0.040673704
1,0,0,0.478913734,1,0.478913734,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.2118565,0.479891569
2,24,0,0.423404722,1,0.423404722,33.3879,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.7793092,0.349048889
3,36,0,0.515791557,1,0.515791557,23.8397,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.37706887,0.291719731
4,48,0,-1.049387085,1,-1.049387085,19.5576,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.89645164,-2.236239753
5,72,0,-1.062519302,1,-1.062519302,18.4565,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",19.91374953,-0.865644602
6,96,0,-1.190118042,1,-1.190118042,22.3772,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",23.94712818,-0.241709849
7,120,0,-0.075269862,1,-0.075269862,28.9177,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",30.25637797,2.666044017
1,0,0,1.242641419,1,1.242641419,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",95.9074234,1.268821845
2,24,0,1.644853627,1,1.644853627,33.8903,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",35.2518364,1.368845568
3,36,0,1.607247892,1,1.607247892,24.6431,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",26.04421434,0.671855106
4,48,0,0.232692749,1,0.232692749,20.6529,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",22.25244859,-1.709102842
5,72,0,0.374543499,1,0.374543499,20.1315,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.69852323,-0.411265743
6,96,0,-0.289759805,1,-0.289759805,24.6246,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",26.65723992,-1.110360334
7,120,0,-0.687131287,1,-0.687131287,31.6927,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",33.69596526,-1.066719636
